1000 0
2000 2
3000 5
4000 9
5000 14
6000 20
7000 28
8000 37
9000 47
10000 58
11000 69
12000 83
13000 99
14000 112
15000 129
16000 148
17000 168
18000 189
19000 210
20000 230
21000 254
22000 281
23000 309
24000 335
25000 364
26000 397
27000 457
28000 472
29000 535
30000 540
31000 580
32000 632
33000 669
34000 692
35000 744
36000 803
37000 834
38000 852
39000 919
40000 980
41000 1023
42000 1047
43000 1111
44000 1167
45000 1230
46000 1287
47000 1364
48000 1398
49000 1459
50000 1505
