1000 0
2000 1
3000 4
4000 6
5000 10
6000 14
7000 20
8000 27
9000 34
10000 42
11000 50
12000 61
13000 72
14000 82
15000 94
16000 108
17000 121
18000 135
19000 151
20000 168
21000 185
22000 204
23000 222
24000 242
25000 263
26000 287
27000 305
28000 330
29000 354
30000 378
31000 404
32000 430
33000 458
34000 486
35000 514
36000 545
37000 576
38000 607
39000 659
40000 679
41000 708
42000 754
43000 782
44000 817
45000 866
46000 893
47000 933
48000 975
49000 1012
50000 1053
51000 1102
52000 1138
53000 1182
54000 1225
55000 1275
56000 1323
57000 1368
58000 1422
59000 1474
60000 1507
61000 1602
62000 1615
63000 1664
64000 1715
65000 1771
66000 1868
67000 1910
68000 1940
69000 1988
70000 2043
71000 2102
72000 2172
73000 2273
74000 2345
75000 2375
76000 2443
77000 2529
78000 2585
79000 2662
80000 2815
81000 2838
82000 2913
83000 2949
84000 3000
85000 3054
86000 3125
87000 3189
88000 3284
89000 3360
90000 3428
91000 3506
92000 3635
93000 3645
94000 3744
95000 3822
96000 3892
97000 3975
98000 4030
99000 4119
100000 4239
