1000 0
2000 0
3000 0
4000 0
5000 0
6000 0
7000 0
8000 0
9000 0
10000 0
11000 0
12000 0
13000 0
14000 0
15000 0
16000 1
17000 1
18000 1
19000 1
20000 1
21000 1
22000 1
23000 1
24000 1
25000 1
26000 1
27000 1
28000 1
29000 1
30000 1
31000 2
32000 2
33000 2
34000 2
35000 2
36000 2
37000 2
38000 2
39000 2
40000 2
41000 2
42000 2
43000 2
44000 2
45000 2
46000 2
47000 3
48000 3
49000 3
50000 3
51000 3
52000 3
53000 3
54000 3
55000 3
56000 3
57000 3
58000 3
59000 3
60000 3
61000 3
62000 4
63000 4
64000 4
65000 4
66000 4
67000 4
68000 4
69000 4
70000 4
71000 4
72000 4
73000 4
74000 5
75000 5
76000 4
77000 6
78000 5
79000 5
80000 5
81000 5
82000 5
83000 5
84000 5
85000 5
86000 5
87000 5
88000 5
89000 6
90000 5
91000 6
92000 6
93000 6
94000 6
95000 6
96000 6
97000 6
98000 6
99000 6
100000 6
101000 6
102000 6
103000 6
104000 6
105000 6
106000 7
107000 7
108000 7
109000 7
110000 7
111000 7
112000 7
113000 7
114000 7
115000 7
116000 7
117000 9
118000 10
119000 8
120000 8
121000 8
122000 8
123000 8
124000 8
125000 8
126000 8
127000 8
128000 8
129000 8
130000 9
131000 8
132000 8
133000 8
134000 9
135000 9
136000 9
137000 9
138000 9
139000 9
140000 9
141000 9
142000 9
143000 9
144000 9
145000 9
146000 9
147000 9
148000 10
149000 9
150000 10
151000 11
152000 10
153000 10
154000 10
155000 13
156000 10
157000 10
158000 10
159000 10
160000 10
161000 10
162000 11
163000 11
164000 11
165000 11
166000 11
167000 11
168000 11
169000 11
170000 12
171000 11
172000 12
173000 11
174000 11
175000 12
176000 12
177000 12
178000 12
179000 12
180000 12
181000 12
182000 12
183000 12
184000 12
185000 12
186000 12
187000 12
188000 12
189000 13
190000 13
191000 13
192000 13
193000 13
194000 13
195000 13
196000 13
197000 13
198000 13
199000 14
200000 13
201000 13
202000 15
203000 14
204000 14
205000 14
206000 14
207000 14
208000 14
209000 14
210000 14
211000 14
212000 14
213000 14
214000 14
215000 14
216000 14
217000 15
218000 15
219000 15
220000 15
221000 15
222000 15
223000 16
224000 15
225000 15
226000 17
227000 17
228000 15
229000 15
230000 15
231000 15
232000 16
233000 16
234000 16
235000 16
236000 16
237000 16
238000 16
239000 17
240000 16
241000 16
242000 16
243000 17
244000 17
245000 17
246000 17
247000 17
248000 17
249000 17
250000 17
251000 17
252000 17
253000 17
254000 18
255000 18
256000 18
257000 18
258000 18
259000 18
260000 18
261000 18
262000 18
263000 18
264000 19
265000 18
266000 18
267000 18
268000 18
269000 18
270000 19
271000 19
272000 19
273000 19
274000 19
275000 19
276000 19
277000 19
278000 19
279000 19
280000 19
281000 20
282000 19
283000 20
284000 20
285000 20
286000 21
287000 20
288000 20
289000 20
290000 20
291000 20
292000 20
293000 20
294000 20
295000 20
296000 20
297000 21
298000 21
299000 21
300000 21
301000 21
302000 21
303000 21
304000 21
305000 21
306000 21
307000 21
308000 22
309000 21
310000 22
311000 22
312000 22
313000 22
314000 22
315000 22
316000 23
317000 22
318000 22
319000 22
320000 22
321000 23
322000 22
323000 23
324000 22
325000 23
326000 23
327000 23
328000 23
329000 23
330000 23
331000 23
332000 23
333000 23
334000 23
335000 23
336000 24
337000 24
338000 24
339000 24
340000 24
341000 24
342000 24
343000 24
344000 24
345000 24
346000 24
347000 24
348000 24
349000 25
350000 24
351000 25
352000 25
353000 24
354000 25
355000 25
356000 25
357000 25
358000 25
359000 25
360000 25
361000 25
362000 25
363000 25
364000 26
365000 26
366000 26
367000 26
368000 26
369000 26
370000 26
371000 26
372000 26
373000 26
374000 27
375000 27
376000 26
377000 27
378000 27
379000 27
380000 27
381000 27
382000 27
383000 27
384000 27
385000 27
386000 28
387000 27
388000 27
389000 28
390000 27
391000 28
392000 28
393000 28
394000 28
395000 28
396000 28
397000 28
398000 28
399000 28
400000 28
401000 28
402000 28
403000 29
404000 29
405000 29
406000 29
407000 29
408000 29
409000 29
410000 29
411000 29
412000 29
413000 29
414000 30
415000 29
416000 30
417000 30
418000 30
419000 30
420000 30
421000 30
422000 30
423000 30
424000 30
425000 31
426000 30
427000 31
428000 31
429000 30
430000 30
431000 30
432000 31
433000 31
434000 31
435000 31
436000 31
437000 31
438000 31
